frame_id,timestamp,tag_id,success,ambiguity_resolved,chosen_index,num_candidates,c0_valid,c0_err,c0_tx,c0_ty,c0_tz,c0_r00,c0_r01,c0_r02,c0_r10,c0_r11,c0_r12,c0_r20,c0_r21,c0_r22,c1_valid,c1_err,c1_tx,c1_ty,c1_tz,c1_r00,c1_r01,c1_r02,c1_r10,c1_r11,c1_r12,c1_r20,c1_r21,c1_r22
0,1652274610.7852898,36,1,1,0,2,1,0.081909194699696791,-0.66546976432384808,0.059055775209774848,2.2145136266317729,0.98959018381702513,0.019602757319383723,0.1425727884221383,-0.02167779566712082,0.99968028498617678,0.013015413361512729,-0.14227206777157989,-0.015970589075980705,0.98969874154540849,1,0.62930379937750469,-0.66318961482371497,0.058982658272901847,2.2142721484872201,0.7471915224693475,0.02219851839340763,-0.66423795023400756,-0.00022985993168370827,0.99945060666868635,0.033142600893809486,0.66460873896929018,-0.024611188730576956,0.74678612297961022
0,1652274610.7852898,37,1,1,0,2,1,0.011804155233275587,-0.33661939807701158,0.052345562157032732,2.19039351783666,0.98891607983121965,0.020568543190142636,0.14704394609193547,-0.020450770753671802,0.99978818592000007,-0.0023128489739330628,-0.14706037204778707,-0.0007199484916979175,0.9891272560430916,1,0.50543417156863002,-0.33491499381069489,0.05219375959337523,2.1900331299355482,0.89903797988516521,0.026577971699756443,-0.43706329306443509,-0.0064651061586067544,0.9988530765708491,0.047441899490929793,0.43782292439565024,-0.039826408892548737,0.89817868157085778
0,1652274610.7852898,38,0,0,-1,2,1,0.24993792301934314,-0.0036420004975043097,0.045235345095708736,2.1520934897182471,0.99047065946964197,0.031820673777963784,0.1339974531477704,-0.026312428429135226,0.99874226117669651,-0.042679642100431875,-0.13518701431696073,0.038747134861505939,0.99006218526923351,1,0.51382536847544025,-0.0028413603348719746,0.04485049274004186,2.1515555521940941,0.98990095453585591,0.032067586815108802,-0.13808609663849875,-0.020510229969187051,0.99622755863700951,0.084320708481101417,0.14026913657541495,-0.080636972214978939,0.98682432480983584
0,1652274610.7852898,39,1,1,0,2,1,0.11763090770917806,-0.65979929112103741,0.33888711894936896,2.2150073405912347,0.99179448384632285,0.021823429430648539,0.12596602613360294,-0.024672176384345091,0.99947291155676332,0.021099354888390324,-0.12543917061454848,-0.024034079806224729,0.99181015193604583,1,0.72171835456406064,-0.65753924511254558,0.33815210625225262,2.2144582583282739,0.76432297897659573,0.087478933567908451,-0.63887230335190126,0.092304522147104523,0.96570971946466799,0.24266151924577378,0.63819296376529966,-0.24444257794683355,0.73003942844696346
0,1652274610.7852898,40,1,1,0,2,1,0.15971645204599558,-0.33213581355479527,0.3354605091470359,2.1938560404708736,0.99256965226868377,0.021532232271401566,0.11975745642186349,-0.022658558093670469,0.99971084216666795,0.008051198639161013,-0.11954946733607759,-0.010704906717103167,0.99277053231441059,1,0.64474439117641857,-0.3305662763110841,0.33457648387616579,2.1931986224561482,0.91339705717071484,0.061817679482010376,-0.40234859320660893,0.057359364399336268,0.95899526642349886,0.27755716941384623,0.40300833647405115,-0.2765983613125389,0.87239763138813953
0,1652274610.7852898,41,0,0,-1,2,1,0.19420375653796551,0.0017032455420915259,0.32486817552075775,2.1280806304512025,0.98326489067405887,0.026888798377963451,0.18018642371033519,-0.026158962998304537,0.9996371426935875,-0.0064258542041881975,-0.18029382524807816,0.0016048268409330816,0.98361148890617689,1,0.26143470516655698,0.0027390518948048944,0.32398238266916796,2.128193350428905,0.98359567452517427,0.026611073785245274,-0.17841356396687894,0.028458967777827308,0.95378018042425183,0.2991545663748128,0.17812814546945679,-0.29932460336878081,0.93737673622174678
0,1652274610.7852898,42,1,1,0,2,1,0.14462634677130654,-0.65353584296316092,0.61794480926398987,2.2054455828668162,0.99146926763019327,0.020795892929296952,0.12867098422768569,-0.022541184008953895,0.99967241666850826,0.012122473989201757,-0.12837673608688843,-0.01491945674002941,0.9916132428735811,1,0.60366832215022881,-0.65157436195886853,0.61672781707629665,2.2056149862478405,0.77383326108146855,0.15228562843221258,-0.61480986607001198,0.1831678776289801,0.87538861577424232,0.44737489868984731,0.60632632521515595,-0.45880699509255768,0.64951099190485073
0,1652274610.7852898,43,1,1,0,2,1,0.08586443360619532,-0.32378728031621112,0.61471053701545075,2.1779291860090857,0.99088400095499152,0.020550143940720911,0.13314123416674481,-0.023370259811087556,0.99953368199640602,0.019653231568111315,-0.13267527127460713,-0.022585617961950757,0.99090219610892283,1,0.51915844918272447,-0.32233128929813365,0.61336492215327065,2.1779605232389274,0.91362802314470359,0.089700782476517443,-0.39653197216340741,0.12338068300571234,0.86817916822102636,0.48066842930245646,0.38737713198605916,-0.4880765324107964,0.78212547338908989
0,1652274610.7852898,44,0,0,-1,2,1,0.27549756794083619,0.0084206863483978558,0.60472879697602788,2.126790010692599,0.98220603699583175,0.019676437416270062,-0.18677296030085952,0.080381809216685057,0.8547594201569445,0.51276222403762994,0.16973528105846256,-0.51865130045490848,0.83796823501874884,1,0.31290647401685479,0.0073791908004934527,0.60605263300391832,2.1261658051823562,0.98089189253508591,0.021520903998417561,0.19335962828374567,-0.022903595681250662,0.99972558137311729,0.0049180537870700848,-0.19320072583664691,-0.0092527098340763544,0.98111562361269078
0,1652274610.7852898,45,0,0,-1,2,1,0.35939215050335788,0.4168549380864256,0.04383614490191954,2.0954215834695669,0.955438387639719,0.051145332346994921,0.29072606075742435,-0.038776311638629588,0.99808704901650902,-0.048152261018780181,-0.29263267944663673,0.034733234295589201,0.95559390818236689,1,0.36101493197751017,0.41741960159411351,0.043425869265134982,2.0952655274187744,0.99490833622662267,0.025792518864483679,0.09742765766146104,-0.034570526458213395,0.99538553834714916,0.089512617824293067,-0.094669325587412742,-0.092424975087804229,0.99120903081683187
0,1652274610.7852898,46,0,0,-1,2,1,0.18174718495373085,0.74712592602979666,0.031030437247883801,2.0400700123482394,0.98816081957899093,0.031337733991844856,0.15018702033542494,-0.033645015272844948,0.99935128803460593,0.012845857342514087,-0.14968703215798959,-0.017746817512741951,0.98857414637036833,1,0.19434022254748404,0.74611419795702993,0.031026509826275445,2.0406428703273045,0.85173877196366254,0.025584032341621626,0.52334168725888319,-0.039313570936824166,0.99911221246985416,0.015140344572970124,-0.52248971996971116,-0.033470049039937638,0.85198840857328384
0,1652274610.7852898,48,0,0,-1,2,1,0.25961251245905048,0.42940021717549881,0.32691031006999777,2.0993787121401284,0.98929627949695842,0.037579041312609994,0.14099889016407616,-0.038663918076215227,0.99923995276825317,0.0049616761981047088,-0.14070526931309921,-0.010360137340994686,0.98999732057304279,1,0.53977694906354468,0.42898910660905903,0.32600042589361999,2.0991307372152783,0.96780951101017576,-0.0212780563204336,0.25078276399599103,-0.055022904610325427,0.95442900466276892,0.29332193069506268,-0.24559566438861966,-0.29767855041581442,0.92253468783339088
0,1652274610.7852898,49,0,0,-1,2,1,0.21690127558916372,0.75915283193305594,0.3122170751696402,2.0432567577840222,0.98698234832206411,0.033811222653337553,0.15723436432074986,-0.033478384791512314,0.999428080027284,-0.0047655644711044453,-0.15730556840879886,-0.00056042453840802857,0.98754981852660051,1,0.38102446639841547,0.75817407284916705,0.311421790745465,2.0437992721984131,0.85658425469557853,-0.071547225086308328,0.51102290476070589,-0.087183527098418825,0.95603564788559825,0.27999084373358291,-0.50858868175599381,-0.28438852746623505,0.81268734346936089
0,1652274610.7852898,51,1,1,0,2,1,0.025210484291095559,0.43916328659581561,0.60786788011260262,2.0928117100917873,0.99474171651305554,0.03743989728689201,0.095326656921380717,-0.038399505054252742,0.99922839829553978,0.0082514272291873917,-0.094944170122488639,-0.011868535329902041,0.99541184563419516,1,0.53868729747889732,0.43855484110524723,0.60634357910395231,2.092898495686359,0.9565447507421756,-0.069033262044896557,0.28329586752903735,-0.091260314148577784,0.85188011458976698,0.51572456352982488,-0.2769362650305881,-0.51916729394094752,0.80856145469156626
0,1652274610.7852898,52,0,0,-1,2,1,0.23135658416412824,0.76681054874504107,0.59131948577687476,2.0379895174870621,0.98955511308183974,0.042708761787015902,0.1376831138528152,-0.038795865944218889,0.99876679467930041,-0.030980165133104528,-0.13883644679703358,0.025315045183766875,0.98999171184819434,1,0.67264174410140898,0.76570404893438593,0.58973817139392815,2.0383461219798518,0.85343840624677858,-0.16051471313026144,0.49586078047337884,-0.14390128644692324,0.84184345085285905,0.52018460570750313,-0.50093443333621923,-0.51530052505781498,0.69536325929204879
0,1652274610.7852898,102,1,1,0,2,1,0.17081316399623839,0.29876037930090604,-0.72751763850244056,2.1094394348432899,0.99380164346704092,0.010365564381941934,0.11068355124973235,-0.014241976665493056,0.99931046063955653,0.034289493391078986,-0.11025180063322258,-0.035653307439859137,0.99326400424344929,1,0.55169719473807466,0.29864041880313197,-0.72560936719978009,2.1097094498519713,0.98506328761388073,0.10440844550472808,0.13692770319631847,0.007062013385929565,0.7700352242548556,-0.63796228836327862,-0.17204780545612841,0.62940021442168292,0.75779609574322149
0,1652274610.7852898,105,1,1,0,2,1,0.075874681697309682,0.30632908217217553,-0.45321832432753606,2.133432716596749,0.99030941646472748,0.012893232986333176,0.13827879159311143,-0.011736732061428692,0.99988902159200166,-0.0091757081638345929,-0.13838175017613144,0.0074638490706711823,0.99035083792322853,1,0.28528877758615617,0.30632932012039799,-0.4521060948450431,2.1335914767870219,0.98860009094470969,0.067605799081262435,0.13453369880701133,-0.0092097229891362764,0.91900381320357916,-0.39414105637416713,-0.15028320327493366,0.38840886607782915,0.90914988399359098
0,1652274610.7852898,106,1,1,0,2,1,0.054451211119373261,0.63275613802120589,-0.44890162358813551,2.0554438475567363,0.99288360016172084,0.0049371259010271406,0.11898647535639204,-0.010844040296220865,0.99873758310028848,0.04904739435533937,-0.11859411165801539,-0.04998864761955104,0.99168370551764862,1,0.55562207064574465,0.63176734158285119,-0.44746034567777904,2.055589266669795,0.89076555508062072,0.14858559622992631,0.42948695728148828,0.061569769626529526,0.89687377423252601,-0.4379801326111038,-0.45027312750157505,0.41658102895703408,0.78975588441179023
1,1652274610.8354895,36,1,1,0,2,1,0.056181837841327992,-0.66726654255120976,0.060386345635704705,2.2197592915976587,0.98981961261146068,0.018507041638026113,0.14111918331504811,-0.021020729884526926,0.999645461766003,0.016342572801010605,-0.14076669849371173,-0.019142627312961583,0.98985771523726451,1,0.66231954068832366,-0.66495073319718778,0.060323051916740512,2.2193653663298933,0.74803403526260737,0.019833281705120366,-0.66336394462281845,0.00079695717079956117,0.99952578758584165,0.030782540671150851,0.66365988800590336,-0.023555060766393337,0.74766350196079745
1,1652274610.8354895,37,1,1,0,2,1,0.11998409436959402,-0.33706320971783904,0.053569697770449974,2.1908529545438613,0.98842207937885651,0.016393394455432139,0.15084114032519824,-0.012407783955863533,0.99954956727968725,-0.027325984854979377,-0.15122116218863735,0.025138002490622709,0.98818026742953102,1,0.44205321734708636,-0.33537637844097479,0.053282445616315254,2.1907125120836746,0.89734631357169414,0.03054913668997173,-0.4402684905450176,0.0021435247113143346,0.99728788358323683,0.073568217049756857,0.44132187666271749,-0.066959894754737875,0.89484712307373027
1,1652274610.8354895,38,1,1,0,2,1,0.09831982350104683,-0.0041043359470422543,0.046508931088387086,2.1517946493729672,0.99198598254722348,0.030854920834921133,0.12252258685683445,-0.021681124146252978,0.99690900121823023,-0.075514052638071899,-0.12447384980619247,0.072252454285937434,0.98958872445278201,1,0.34270026218587307,-0.0033724026103378992,0.045934216007491271,2.1515186874559404,0.99146666441246689,0.031238077884534185,-0.12656237927953326,-0.016209368833299626,0.99287189663512365,0.11807901267455756,0.1293487909523808,-0.11501990854739907,0.98490573707177942
1,1652274610.8354895,39,0,0,-1,2,1,0.27598099776493401,-0.65908687327405902,0.33988990521563089,2.2111234733539051,0.99132557279289324,0.025475302212504877,0.12893648709354363,-0.02894696010322419,0.99926518266426334,0.025123061432452735,-0.12820172474512323,-0.02863745261258395,0.99133456213340898,1,0.60379098349177052,-0.6570074365707661,0.33927149761680575,2.2112319894265444,0.76223244170668847,0.088495288249868229,-0.64122561455967475,0.08955317705463163,0.96666762308791943,0.23986232499701554,0.64107872628038576,-0.24025463664854596,0.72890038844796456
1,1652274610.8354895,40,1,1,0,2,1,0.15181238649603984,-0.33291367633392516,0.33691027498296849,2.1961079409473609,0.99377614817523541,0.019813006738203527,0.10961939646789005,-0.021034655180588155,0.99972874284872004,0.0099992001455947391,-0.10939154720281784,-0.012242772811328633,0.99392333905310015,1,0.55009030282248927,-0.33144216774108748,0.33607874976974927,2.1957591485941599,0.91754545506261398,0.059881759819019879,-0.39309606044186945,0.056252254730201977,0.95910481588245688,0.27740518378149859,0.39363183526197315,-0.27664440531493806,0.87665378073458122
1,1652274610.8354895,41,0,0,-1,2,1,0.31045981039907078,0.0015165594937793716,0.32825041740717453,2.1397810576624168,0.98824487909765546,0.024957490933541118,0.15082832155653847,-0.023208955248456974,0.9996415978750306,-0.013342420849707737,-0.15110725771297512,0.0096850113142838961,0.98846992732318706,1,0.39523974623671437,0.0023831194290087378,0.32730928981541935,2.1398295107054075,0.98840058488858373,0.024793236225795955,-0.14983183650131709,0.022871471851043643,0.95103115737134047,0.30824768204204811,0.15013720247584361,-0.3080990638518406,0.93943269438866517
1,1652274610.8354895,42,1,1,0,2,1,0.07686031953646065,-0.65425442244937171,0.62034785810718818,2.2068172877904626,0.99211819528815881,0.020813354153325692,0.12356492571541157,-0.021860602450036806,0.99973563641968244,0.007125400553931684,-0.12338395616403448,-0.0097704432561048788,0.99231090783075182,1,0.7711360574579873,-0.65209599505374893,0.61889350769699691,2.2062455532662915,0.77672324740441434,0.15553236148074154,-0.61033653132822141,0.18226788571160055,0.87206324873106988,0.45418510329031631,0.6028925399934586,-0.46402087748811077,0.64900324380961294
1,1652274610.8354895,43,1,1,0,2,1,0.088074649771626587,-0.32447065451429241,0.61628678397461523,2.1801613966261248,0.9909300368220334,0.022360038526924815,0.13250543687320174,-0.026416399125718665,0.99923219950018305,0.028934155236624928,-0.13175673030670706,-0.032172040020813378,0.99075987194667148,1,0.56068869986180569,-0.3229950157224305,0.61494890559589643,2.180060676881737,0.91346519600520693,0.089044168130937865,-0.39705474661441631,0.12061572103032937,0.87266240534514239,0.47319359054996113,0.38862987986965547,-0.48013692049154033,0.78640660860231681
1,1652274610.8354895,44,0,0,-1,2,1,0.28143186616510962,0.0071668311616407548,0.61138132323505867,2.1391818885047353,0.9852847305319844,0.021011719227551857,0.16962460740003887,-0.02285600178555805,0.99969890860350241,0.0089272234958461278,-0.1693859585765401,-0.012672797326113422,0.98546831366870336,1,0.28724905633659853,0.0080779991434931225,0.61005184149958835,2.1397410151377381,0.9863791810008119,0.019281916141658934,-0.16335335624979844,0.068197589834619932,0.85578670037450777,0.51281401326685827,0.14968366654019563,-0.51696937159953549,0.84281520441853974
1,1652274610.8354895,45,0,0,-1,2,1,0.2983860050004834,0.4169983783483272,0.044729775619050102,2.0955085547966994,0.99459796324140781,0.036598484362447808,0.097136205703202139,-0.039871521925510842,0.99869322619686174,0.031970325113259417,-0.095839205210532935,-0.035670588597269605,0.99475748595008706,1,0.36589805723769508,0.41640854540133349,0.044792401795512866,2.0955662212909498,0.95581814672895815,0.039135239963483184,0.29134190116874786,-0.044115276896105088,0.99897082857251041,0.01054163201463524,-0.29062951110993501,-0.022928511817224294,0.95656090794985327
1,1652274610.8354895,46,0,0,-1,2,1,0.1443917676323089,0.74693932915357042,0.032191088402743415,2.0405088381537317,0.98730016287763489,0.037664885684744985,0.15433646609972251,-0.036165842107401751,0.99926749719232022,-0.01251003276009879,-0.15469460315879863,0.006769449117273168,0.98793914504497216,1,0.28531134218003734,0.74590195458876607,0.032036522397638843,2.0409434040997443,0.85436836950220418,0.014338207383550516,0.51947002319977165,-0.041836706887318831,0.99827238206559432,0.041254589585992818,-0.51798106061029825,-0.056979531536424863,0.85349221076405835
1,1652274610.8354895,48,0,0,-1,2,1,0.12877381992705667,0.42907798484287901,0.32794442006055186,2.0996622240206331,0.99064492181478858,0.030922903662165151,0.13291505901015052,-0.036079837785032549,0.99867969838886372,0.036566450898792985,-0.13160883020518446,-0.041019922659953342,0.99045266507642571,1,0.35555404744020758,0.42867145429191278,0.32725382385272872,2.099667900258321,0.96555719123176897,-0.015632300359670354,0.25972089181673891,-0.055242787030646917,0.9631190880404138,0.26334360963062753,-0.2542588148751263,-0.26862102195782589,0.92908298963043634
1,1652274610.8354895,49,0,0,-1,2,1,0.17556380624656931,0.75726597885891689,0.31257591042396138,2.0388264276724568,0.98838234478154963,0.035300702425263612,0.14783166417384649,-0.034577787270921402,0.99937418122518495,-0.0074580512158359744,-0.14800242278953693,0.0022597143124992811,0.98898441673246451,1,0.32774478235986387,0.75625813459336411,0.31177357599244421,2.0394402718040761,0.85187658370474495,-0.072411826766959092,0.51871265020221413,-0.090935187415025071,0.95490427709561465,0.28264573811450949,-0.51578782248646293,-0.28794851784437708,0.80687581029914357
1,1652274610.8354895,51,1,1,0,2,1,0.040909923295102943,0.43892604104725408,0.60969923630397749,2.0935117829137617,0.99486912146768758,0.03913437791894437,0.093294863819016097,-0.03881289291767389,0.99923265885941792,-0.0052585941181301065,-0.093429066641343997,0.0016105693512828028,0.99562463588085848,1,0.53792080058709313,0.43831790125817888,0.60811354680790419,2.0936328899467185,0.95632411889458613,-0.07258475479597605,0.28315302045307861,-0.092370763874230835,0.84400011264343444,0.52832892390930197,-0.27732980655130562,-0.53140875343663463,0.80043295482453591
1,1652274610.8354895,52,1,1,0,2,1,0.067941760933783166,0.76559928256029086,0.59154740198202893,2.0352260058135707,0.99133921027318017,0.04252278655420736,0.12425128892133432,-0.038893166034765315,0.99874693662050384,-0.031494098287638279,-0.12543481100053427,0.026388808514682227,0.99175084520984191,1,0.68310098019448384,0.76437279175146222,0.58992582212642408,2.0354568354513898,0.84650132862780558,-0.16159957385082174,0.50726825089157002,-0.15084632644476414,0.84096954373068167,0.51963026501112175,-0.51056917888713138,-0.51638726189618755,0.68750513403310576
